establishments_type,name,latitude,longitude,municipality_code,importance,name_reprocessed
hotel,Hôtel-Restaurant La Crémaillère,48.7901744,7.8350104,67230,0.06599340282831379,Hôtel-Restaurant La Crémaillère
hotel,Ibis Budget (Hôtel),48.7992176,2.6258659,77373,0.06598979789353798,Ibis Budget 
hotel,Hôtel des Châteaux,47.2678694,0.4711199,37014,0.06598898523487458,Hôtel des Châteaux
hotel,Ara Hôtel,48.4571993,-4.2698923,29103,0.06598895513415592,Ara Hôtel
hotel,Villa Caroline (Hôtel),47.2768935,-2.420135,44055,0.06598401167003855,Villa Caroline 
hotel,"Hôtel ""Le Gulf Stream""",48.7194082,-3.9903794,29239,0.06598083222067642,"Hôtel ""Le Gulf Stream"""
hotel,Brit Hotel,47.6649765,-2.9665535,56007,0.06597911781431569,Brit Hotel
hotel,Les Biches (Hôtel),48.443306,2.610553,77022,0.06597643688178967,Les Biches 
hotel,Formule 1 (Hôtel),44.83688,-0.686245,33281,0.06597373375107889,Formule 1 
hotel,Formule 1 (Hôtel),44.8822735,-0.514827,33249,0.06597204489016843,Formule 1 
hotel,Ibis Styles (Hôtel),48.9723442,2.5129794,93078,0.06597108626616408,Ibis Styles 
hotel,Hôtel Saint-Louis de France,43.0945416,-0.0523124,65286,0.06597027444650821,Hôtel Saint-Louis de France
hotel,Le Castillan (Hôtel),45.0454804,6.3039295,05063,0.06597019043272817,Le Castillan 
hotel,Altitude (Hôtel),45.445396,6.976477,73304,0.06596766657110661,Altitude 
hotel,Appart'City Confort Lyon Cité Internationale (Hôtel),45.7912104,4.8597635,69034,0.06596749892945832,Appart'City Confort Lyon Cité Internationale 
hotel,Okko (Hôtel),43.5538262,7.0209463,06029,0.0659667638228838,Okko 
hotel,Hôtel Le Sextant,43.5463135,1.5037868,31254,0.0659648850584484,Hôtel Le Sextant
hotel,Au relais du Vern (Hôtel),48.5188965,-4.0550025,29105,0.06596290234940667,Au relais du Vern 
hotel,Le Banana's (Hôtel),42.1735139,9.4202189,2B126,0.06596236773293257,Le Banana's 
hotel,Les Chalets de Solaise (Hôtel),45.4518675,6.9757355,73304,0.06595992305119065,Les Chalets de Solaise 
hotel,Ténéo Suites (Hôtel),44.8371829,-0.6862633,33281,0.06595929469657434,Ténéo Suites 
hotel,Hôtel F1,48.879883,2.4999317,93077,0.06595215032039274,Hôtel F1
hotel,Hôtel Kyriad,49.2230785,2.9073445,60176,0.06594764182597614,Hôtel Kyriad
hotel,Etap Hotel,46.6526918,0.3637149,86062,0.0659471258479795,Etap Hotel
hotel,Kyriad (Hôtel),45.567462,5.9630695,73213,0.06594536711676764,Kyriad 
hotel,Le Floréal (Hôtel),43.7247915,7.1013615,06157,0.06594464885293116,Le Floréal 
hotel,Auberge des Tonnelles (Hôtel),49.7468705,0.3474802,76600,0.06594170735917901,Auberge des Tonnelles 
hotel,Grand Hôtel & Spa Nuxe,44.9337288,6.5875676,05133,0.06593859991256014,Grand Hôtel & Spa Nuxe
hotel,La Bastide de Valbonne (Hôtel),43.62979,6.9981185,06152,0.06593859362476653,La Bastide de Valbonne 
hotel,Hôtel Le Clocher de Rodez,43.6087558,1.4465599,31555,0.06593812019806188,Hôtel Le Clocher de Rodez
hotel,Première Classe (Hôtel),47.9806025,-4.075893,29232,0.06593710669791432,Première Classe 
hotel,Hôtel la Mirande,43.9500533,4.8078471,84007,0.06593615778044566,Hôtel la Mirande
hotel,Hôtel Ibis,47.3357642,0.6995051,37050,0.06593539250524615,Hôtel Ibis
hotel,Accor (Hôtel),48.6363876,4.9537269,52448,0.06593457702980828,Accor 
hotel,Ibis Bordeaux Aéroport (Hôtel),44.8350855,-0.680572,33281,0.06593430330859815,Ibis Bordeaux Aéroport 
hotel,Kyriad Epernay (Hôtel),49.039966,3.969252,51230,0.06593384626586045,Kyriad Epernay 
hotel,hotelF1,43.5862499,3.8969838,34129,0.0659325854981427,hotelF1
hotel,Kyriad (Hôtel),43.8145244,4.3443618,30189,0.06593245767182578,Kyriad 
hotel,Sofhotel,49.6149171,1.5521811,76276,0.06593194910632466,Sofhotel
hotel,Euro Hôtel Orly Rungis,48.7539701,2.3367015,94034,0.06593077369098885,Euro Hôtel Orly Rungis
hotel,La Perelle (Hôtel),45.422995,6.3609165,73235,0.06592600036462444,La Perelle 
hotel,Auberge de la roue fleurie (Hôtel),49.2011834,3.6344572,02220,0.06592572321474238,Auberge de la roue fleurie 
hotel,Le Louisiane (Hôtel),47.6072715,6.8594332,90001,0.06592419734095038,Le Louisiane 
hotel,Etap Hotel,48.7776305,2.5890784,77373,0.06592187432359971,Etap Hotel
hotel,Accor (Hôtel),47.838997,1.915432,45232,0.06592080762849013,Accor 
hotel,Formule 1 Aulnay le Blanc-Mesnil Garonor A3 (Hôtel),48.9586338,2.465812,93005,0.0659176656853672,Formule 1 Aulnay le Blanc-Mesnil Garonor A3 
hotel,Kyriad Brest Centre (Hôtel),48.3968245,-4.4753825,29019,0.06591727302764602,Kyriad Brest Centre 
hotel,Mob Hôtel,45.7343861,4.816196,69123,0.06591265898061892,Mob Hôtel
hotel,Domaine de Châteauneuf (Hôtel),43.3903412,5.7908649,83087,0.0659104890444695,Domaine de Châteauneuf 
hotel,Kyriad (Hôtel),43.6628043,4.6373428,13004,0.06590992293295177,Kyriad 
hotel,Accor (Hôtel),48.875193,2.3013655,75056,0.06590899203681673,Accor 
hotel,Le Soleil des Neiges (Hôtel),44.3727661,6.68096,04073,0.06590833954103707,Le Soleil des Neiges 
hotel,Residhome Asnieres Park (Hôtel),48.9193302,2.3159198,92004,0.06590833787574146,Residhome Asnieres Park 
hotel,Formule 1 (Hôtel),49.3459783,6.1788161,57757,0.06590678491281432,Formule 1 
hotel,Ibis Styles (Hôtel),47.9795445,-4.1026805,29232,0.06590662757078489,Ibis Styles 
hotel,Formule 1 (Hôtel),43.643643,1.4754355,31561,0.06590640252074104,Formule 1 
hotel,Hôtel Alpina,46.154995,6.6672739,74134,0.06590325413635907,Hôtel Alpina
hotel,Hôtel des deux Sœurs,44.9902896,5.5957296,38090,0.06590170369660461,Hôtel des deux Sœurs
hotel,Résidence des 3 Césars (Hôtel),42.7905412,1.3346191,09029,0.0658999101189455,Résidence des 3 Césars 
hotel,Hôtel Ibis,47.22447,-1.6380825,44162,0.06589980177149297,Hôtel Ibis
hotel,Hôtel Chartreuse,44.4400908,1.4401072,46042,0.06589857971587701,Hôtel Chartreuse
hotel,Hôtel F1,49.2507096,3.9764045,51573,0.06589341187228584,Hôtel F1
hotel,Hôtel Roi-Soleil,49.2461935,6.1368127,57283,0.06589329628864865,Hôtel Roi-Soleil
hotel,Hôtel Le Saint-Pierre,47.5117158,-3.1307839,56234,0.06589095000200375,Hôtel Le Saint-Pierre
hotel,Hôtel Saglam,49.0235014,2.4645902,95280,0.06589049149360812,Hôtel Saglam
hotel,Le Castelet des Alpilles (Hôtel),43.7844919,4.8313776,13100,0.06589046537047653,Le Castelet des Alpilles 
hotel,Best Western (Hôtel),49.3626071,0.0888568,14715,0.06588997572209351,Best Western 
hotel,Balladins (Hôtel),48.703721,2.3055599,91161,0.06588866338144528,Balladins 
hotel,SERHR Orféa (Hôtel),47.9948849,-4.0893911,29232,0.0658880448414371,SERHR Orféa 
hotel,Ibis Budget (Hôtel),47.6742128,-2.0647327,35236,0.06588716111650486,Ibis Budget 
hotel,La Marmotte (Hôtel),46.1566846,6.6675109,74134,0.06588637701975365,La Marmotte 
hotel,Brit Hotel,48.6238043,4.9632543,52448,0.06588104853545326,Brit Hotel
hotel,Hôtel Terriciaë,43.695106,4.8528808,13065,0.06588096274489354,Hôtel Terriciaë
hotel,Hôtel Saint-Clair,44.0334058,5.7688432,04178,0.06588075102692877,Hôtel Saint-Clair
hotel,Hôtel Aster,47.8214486,-0.2975562,72378,0.06587648588899721,Hôtel Aster
hotel,Hôtel Prince de Galles,43.766202,7.4883915,06083,0.06587586268408278,Hôtel Prince de Galles
hotel,Marielle (Hôtel),45.2962277,6.5801164,73257,0.06587564378104885,Marielle 
hotel,Best Hotel Reims Croix Blandin,49.2419042,4.0782548,51454,0.06587554863324399,Best Hotel Reims Croix Blandin
hotel,Hôtel Ibis Avignon Centre,43.943607,4.7981924,84007,0.06587503966672237,Hôtel Ibis Avignon Centre
hotel,B&B Hotels,48.5322228,7.6919453,67152,0.06587414418102255,B&B Hotels
hotel,Hôtel Mercure,45.5790225,2.996941,63380,0.06587216290419329,Hôtel Mercure
hotel,Hôtel Regina,42.5646192,8.7537394,2B050,0.06587173006545788,Hôtel Regina
hotel,Accor (Hôtel),47.2466668,-1.502008,44109,0.06587122338869049,Accor 
hotel,Kyriad (Hôtel),49.6547225,-1.6549335,50129,0.06587092567346509,Kyriad 
hotel,Chanteloup Hotel,48.8555695,2.7427925,77085,0.06586974588798586,Chanteloup Hotel
hotel,Accor (Hôtel),45.3469286,6.3022899,73255,0.06586694659895033,Accor 
hotel,Hôtel Bristol,50.5209565,1.5821265,62826,0.06586569137729652,Hôtel Bristol
hotel,Brit Hotel,49.2107624,-1.5212306,50267,0.06586416997203706,Brit Hotel
hotel,Hôtel Oméga,43.6144882,7.054155,06152,0.06586354782971186,Hôtel Oméga
hotel,Hôtel Egg,49.0213388,2.4645427,95280,0.0658592871092152,Hôtel Egg
hotel,Accor Hôtels,46.198689,6.2374107,74012,0.06585813145608753,Accor Hôtels
hotel,Hôtel de la Plage,47.2381895,-2.279581,44184,0.06585607710759633,Hôtel de la Plage
hotel,Le Pont d'Or (Hôtel),43.556988,6.0052025,83012,0.06585521192609012,Le Pont d'Or 
hotel,La Plage Art & Émotions (Hôtel),43.5551481,4.0994769,34344,0.06585067066384696,La Plage Art & Émotions 
hotel,Ibis Styles Bordeaux Aéroport (Hôtel),44.8358945,-0.68903,33281,0.0658466829209816,Ibis Styles Bordeaux Aéroport 
hotel,Hôtel Le Poseidon,43.0791025,5.888849,83126,0.06584311441232596,Hôtel Le Poseidon
hotel,Babord & Tribord (Hôtel),46.7871336,-2.0726388,85234,0.06583640648103269,Babord & Tribord 
hotel,Ibis Budget (Hôtel),45.1843503,0.7149379,24322,0.06583300840930288,Ibis Budget 
hotel,Hôtel de Genève,45.746662,6.294068,74123,0.06583128722367042,Hôtel de Genève
hotel,Hôtel Arlatan,43.6784705,4.6269001,13004,0.0658296146609183,Hôtel Arlatan
hotel,Au Bon Séjour (Hôtel),48.723457,4.5896322,51649,0.06582937694702935,Au Bon Séjour 
hotel,Les Fougères (Hôtel),48.0608631,7.0908411,68329,0.0658282347335738,Les Fougères 
hotel,La Gibecière (Hôtel),47.866949,-1.8842135,35155,0.06582693808843226,La Gibecière 
hotel,Hôtel de l'Europe,45.27459,6.3479995,73248,0.06582517717793387,Hôtel de l'Europe
hotel,Hôtel Chapelle et Parc,43.0962999,-0.053747,65286,0.06582511183081541,Hôtel Chapelle et Parc
hotel,Air plus (Hôtel),48.7479755,2.3938795,94054,0.06582453668623432,Air plus 
hotel,B&B Hotel Annemasse Saint-Cergues,46.2214092,6.3119097,74229,0.06582449997456288,B&B Hotel Annemasse Saint-Cergues
hotel,Hotel Ibis Nantes centre Gare Sud,47.2146828,-1.5472649,44109,0.06582292749482888,Hotel Ibis Nantes centre Gare Sud
hotel,Pietracap (Hôtel),42.7215935,9.4516989,2B305,0.06582022624849933,Pietracap 
hotel,Hôtel La Claire Fôret,48.9411721,6.6595132,57483,0.06581984410829012,Hôtel La Claire Fôret
hotel,Hôtel du Carré,48.6216335,2.565475,77296,0.06581870333530963,Hôtel du Carré
hotel,Meininger Hotel,48.8433942,2.4132694,75056,0.0658180417036493,Meininger Hotel
hotel,Kyriad (Hôtel),47.975752,2.73267,45004,0.06581716161922219,Kyriad 
hotel,Confort Hôtel,49.0209197,2.4546624,95280,0.06581604934364596,Confort Hôtel
hotel,Etap Hotel,50.9385195,1.810673,62239,0.06581510014175618,Etap Hotel
hotel,Suite Hôtel,48.8904737,2.174414,92063,0.0658150629942212,Suite Hôtel
hotel,Hôtel Ibis Budget Marne La Vallée Chelles,48.8905759,2.5929745,77108,0.06581496832898343,Hôtel Ibis Budget Marne La Vallée Chelles
hotel,La Ferme Lamy (Hôtel),44.9115003,1.0969154,24268,0.06581219128618297,La Ferme Lamy 
hotel,Le Dahu (Hôtel),46.1837995,6.7075725,74191,0.0658116447759354,Le Dahu 
hotel,Hôtel Limouzi - Tulle Centre,45.265984,1.7699124,19272,0.06580577495428405,Hôtel Limouzi - Tulle Centre
hotel,Le Manoir de l'Étang (Hôtel),43.6001368,7.0137706,06085,0.06580574352494317,Le Manoir de l'Étang 
hotel,Balladins (Hôtel),48.6428577,2.5414159,91617,0.06580274703325285,Balladins 
hotel,Hôtel Jinjaud,46.2356176,1.4842709,23176,0.06580152195674387,Hôtel Jinjaud
hotel,Appart City (Hôtel),46.7814872,4.8449574,71076,0.06579969499553018,Appart City 
hotel,Mister Bed (Hôtel),47.0449495,2.3294668,18255,0.06579934353531582,Mister Bed 
hotel,Le Richebourg (Hôtel),47.1547825,4.9580025,21714,0.06579913116944167,Le Richebourg 
hotel,hotelF1,48.3365036,4.01856,10030,0.06579743222723572,hotelF1
hotel,Campanile Bordeaux Lac (Hôtel),44.890533,-0.5635,33063,0.06579353556919981,Campanile Bordeaux Lac 
hotel,Le panoramic (Hôtel),43.775098,6.3331055,04144,0.06579233385933918,Le panoramic 
hotel,Hôtel Restaurant Le Clos de la Glycine,43.9023219,5.2939589,84102,0.06579199064741031,Hôtel Restaurant Le Clos de la Glycine
hotel,Hôtel Golden Tulip,44.8214634,-0.5544692,33063,0.06579108319685101,Hôtel Golden Tulip
hotel,Deltour Hotel,44.5165359,3.4843897,48095,0.06579096712084492,Deltour Hotel
hotel,Hôtel Mercure Golf Cap d'Agde,43.2836414,3.4972969,34003,0.06578975141677297,Hôtel Mercure Golf Cap d'Agde
hotel,Hôtel Métropole,43.0953606,-0.0549714,65286,0.06578902638913948,Hôtel Métropole
hotel,Les Ailes (Hôtel),45.5580489,5.9744783,73064,0.06578819480731181,Les Ailes 
hotel,Comfort Hotel,48.9057522,2.422662,93008,0.06578669931854204,Comfort Hotel
hotel,Inter hôtel Liberty,50.4914025,2.5760485,62178,0.06578592590097533,Inter hôtel Liberty
hotel,Dominique Colonna (Hôtel),42.2928709,9.1406283,2B096,0.06578519830142177,Dominique Colonna 
hotel,Hôtel du Ladhof,48.106623,7.3856539,68066,0.06578411834344662,Hôtel du Ladhof
hotel,Cap West (Hôtel),47.2575475,-1.653094,44194,0.06578388656997053,Cap West 
hotel,Louisiane (Hôtel),43.4786411,-1.5557068,64122,0.06578129475139993,Louisiane 
hotel,Kyriad (Hôtel),45.7258793,4.9368106,69290,0.06578048301277747,Kyriad 
hotel,Au Comté d'Ornon (Hôtel),44.7741311,-0.639982,33192,0.06577883150318162,Au Comté d'Ornon 
hotel,Ibis Chartres Centre Cathérale (Hôtel),48.4527495,1.489709,28085,0.06577825970140057,Ibis Chartres Centre Cathérale 
hotel,Maeva (Hôtel),47.570589,-3.081371,56034,0.06577747008624722,Maeva 
hotel,Hôtel Notre-Dame de Lourdes,43.0965053,-0.0538079,65286,0.06577597595626478,Hôtel Notre-Dame de Lourdes
hotel,Hôtel le Portetta,45.4174614,6.6538127,73227,0.06577419521682563,Hôtel le Portetta
hotel,Amérique (Hôtel),43.5282752,3.9263121,34192,0.0657733404892806,Amérique 
hotel,Hôtel Les Tilleuls,47.4876985,6.8259265,25031,0.06576869866397748,Hôtel Les Tilleuls
hotel,hotelF1,45.504059,4.5655635,42103,0.06576712509505803,hotelF1
hotel,Kyriad (Hôtel),47.8529816,3.5407182,89013,0.06576263895051482,Kyriad 
hotel,Carré Pau Airport Hotel,43.3571654,-0.3791428,64519,0.06576159136998683,Carré Pau Airport Hotel
hotel,Appart' City Beauregard (Hôtel),48.1313988,-1.6956661,35238,0.06576128598104239,Appart' City Beauregard 
hotel,Les Dromonts (Hôtel),46.1892485,6.7764895,74191,0.06575925995994213,Les Dromonts 
hotel,Hôtel Le Magiot,47.889717,4.5598985,21435,0.06575896033650647,Hôtel Le Magiot
hotel,Hôtel L'Aragon,43.2078382,2.3672223,11069,0.06575801731566733,Hôtel L'Aragon
hotel,Hôtel F1 Marseille Aéroport,43.4473939,5.2309664,13117,0.0657579723884803,Hôtel F1 Marseille Aéroport
hotel,Centre pour demandeurs d'asile (Hôtel),43.1510152,6.2828631,83071,0.0657531386677926,Centre pour demandeurs d'asile 
hotel,Seeko'o Hotel,44.8591015,-0.5571575,33063,0.06574981262685559,Seeko'o Hotel
hotel,Hôtel d'Espagne,43.0939388,-0.0525836,65286,0.06574846236338715,Hôtel d'Espagne
hotel,Kyriad (Hôtel),47.4366031,-0.5105972,49246,0.06574673442210348,Kyriad 
hotel,Best Western (Hôtel),48.5821218,7.7428648,67482,0.06574628569897678,Best Western 
hotel,Le Nagano (Hôtel),46.158684,6.6691935,74134,0.06574602018872608,Le Nagano 
hotel,Résidence du Haut Couserans (Hôtel),42.7795826,1.3017432,09322,0.06574487183937086,Résidence du Haut Couserans 
hotel,Le Relais (Hôtel),43.3289878,-0.3848632,64348,0.06574401324402646,Le Relais 
hotel,Best Hotel,49.2108985,-0.3448765,14327,0.06574287257232428,Best Hotel
hotel,Hôtel Provençal,43.702884,7.3094755,06159,0.06574269158030469,Hôtel Provençal
hotel,Kyriad (Hôtel),43.5905095,3.939172,34154,0.06573873057575282,Kyriad 
hotel,Kyriad (Hôtel),48.7963138,2.0582128,78545,0.0657380388651626,Kyriad 
hotel,La Marine (Hôtel),49.377283,-1.7859715,50031,0.06573768785011275,La Marine 
hotel,Les Colombes (Hôtel),49.1645697,5.3829756,55545,0.06573584650761871,Les Colombes 
hotel,Ibis Budget (Hôtel),43.8578304,4.4201359,30156,0.06573535983471518,Ibis Budget 
hotel,Kyriad Clermont-Ferrand Sud La Pardieu (Hôtel),45.7600145,3.14215,63113,0.06573479887006663,Kyriad Clermont-Ferrand Sud La Pardieu 
hotel,Hôtel Manali,45.4169745,6.654831,73227,0.06573474446345591,Hôtel Manali
hotel,Le Fénelon (Hôtel),44.9180345,1.733768,46058,0.06573405793213005,Le Fénelon 
hotel,Auberge de jeunesse (Hôtel),49.6439004,-1.631855,50129,0.06573172257035145,Auberge de jeunesse 
hotel,Hôtel du Parc,43.539839,6.463251,83050,0.06573060926531676,Hôtel du Parc
hotel,Hôtel Okko,48.8326571,2.2782164,75056,0.06572523806041818,Hôtel Okko
hotel,Kyriad (Hôtel),43.136291,6.0277025,83062,0.06572434870896325,Kyriad 
hotel,LeCesar (Hôtel),43.3424208,5.4647571,13075,0.06572370717418165,LeCesar 
hotel,Hôtel Le Manoir du Cunningham,48.6361625,-2.0205436,35288,0.06572301085176915,Hôtel Le Manoir du Cunningham
hotel,Quality Inn (Hôtel),48.8967351,2.1954593,92050,0.06572296258465116,Quality Inn 
hotel,Résidence des Sources (Hôtel),49.2402885,6.135819,57019,0.06572202340760018,Résidence des Sources 
hotel,Hôtel Gardenia,44.867824,-0.4693686,33554,0.06572145679841926,Hôtel Gardenia
hotel,Au Logis des Ours (Hôtel),47.66268,6.8751422,90075,0.06572029259780401,Au Logis des Ours 
hotel,Hôtel Les Jardins d'Adalric,48.4578622,7.4953728,67348,0.06571998516222985,Hôtel Les Jardins d'Adalric
hotel,BHO Hôtels,47.2222178,-1.6259325,44162,0.06571998052358807,BHO Hôtels
hotel,Hostellerie de Levernois (Hôtel),46.9938462,4.8785453,21347,0.06571951644047203,Hostellerie de Levernois 
hotel,Le Calgary (Hôtel),45.759096,6.5364607,73132,0.06571700383999557,Le Calgary 
hotel,Aalborg (Hôtel),45.006654,6.124966,38253,0.06571696703647707,Aalborg 
hotel,Hôtel Mister Bed,48.5345476,7.6917451,67365,0.06571691293157858,Hôtel Mister Bed
hotel,hotelF1,48.6115058,-2.0520237,35241,0.06571223629209973,hotelF1
hotel,Ibis Budget (Hôtel),45.4557674,4.4013103,42218,0.06570975827258001,Ibis Budget 
hotel,Best Western Bordeaux Aéroport (Hôtel),44.8328025,-0.6920955,33281,0.06570906984040713,Best Western Bordeaux Aéroport 
hotel,La Marine (Hôtel),49.476017,0.4638915,76684,0.06570827581527669,La Marine 
hotel,Hôtel F1,44.0077455,1.3852391,82121,0.06570738124963638,Hôtel F1
hotel,Kyriad (Hôtel),43.589384,2.193037,81065,0.0657068961978339,Kyriad 
hotel,Hôtel Europarc,48.823843,2.618984,77258,0.0657068743538429,Hôtel Europarc
hotel,Auberge du Président (Hôtel),49.2462362,0.3796554,27170,0.06570578265753795,Auberge du Président 
hotel,Etap Hotel,48.533685,7.6908855,67365,0.06570442773837576,Etap Hotel
hotel,Hôtel La Villefromoy,48.6611531,-1.9916488,35288,0.06570381560173696,Hôtel La Villefromoy
hotel,Hôtel Rialto,43.9166239,2.1135549,81284,0.06570302811952516,Hôtel Rialto
hotel,Hôtel et spa Le Pavillon,45.787388,4.731833,69044,0.06570244725060857,Hôtel et spa Le Pavillon
hotel,Formule 1 (Hôtel),51.022393,2.3370805,59183,0.06570232747552471,Formule 1 
hotel,Interhôtel-Ikar,47.5638025,1.3715245,41212,0.06570143706562115,Interhôtel-Ikar
hotel,Groupe Saint-André (Hôtel),44.931529,4.8983604,26362,0.06570056755725569,Groupe Saint-André 
hotel,Le Moulin A (Hôtel),44.6923574,4.4749628,07230,0.06569861328414028,Le Moulin A 
hotel,Best Western (Hôtel),42.6234263,2.427983,66149,0.06569596234216023,Best Western 
hotel,Etap Hotel,49.2864085,-0.1089093,14225,0.06569539773562513,Etap Hotel
hotel,All Suites (Hôtel),47.2543564,5.9949382,25056,0.06569496547581477,All Suites 
hotel,Hôtel La Voile d'Or,48.635071,-2.4091365,22242,0.06569452679395427,Hôtel La Voile d'Or
hotel,Hôtel de l'Europe,46.7948339,4.8367372,71076,0.06569359950138358,Hôtel de l'Europe
hotel,Résidhome Prestige (Hôtel),48.8980586,2.2379661,92026,0.06569328579772692,Résidhome Prestige 
hotel,Hôtel Le Bistrot Du Martray,46.2006965,-1.487589,17019,0.06569002243843253,Hôtel Le Bistrot Du Martray
hotel,Mercure (Hôtel),49.041009,2.0729495,95127,0.0656898417560786,Mercure 
hotel,Les Sternes (Hôtel),48.7975843,-3.4404415,22134,0.06568957078571037,Les Sternes 
hotel,Grand Hôtel des Bains,46.9397905,5.877764,39500,0.06568909422505889,Grand Hôtel des Bains
hotel,ibis Budget (Hôtel),48.6387295,6.1835715,54265,0.0656889743688134,ibis Budget 
hotel,Comfort Hôtel Aéroport Lyon St Éxupery,45.7145698,5.071513,69299,0.06568846149300207,Comfort Hôtel Aéroport Lyon St Éxupery
hotel,Holiday Inn Garden Court - Paris-Porte de Saint-Ouen (Hôtel),48.9017417,2.3287076,93070,0.06568568462027109,Holiday Inn Garden Court - Paris-Porte de Saint-Ouen 
hotel,Le Britania (Hôtel),45.4319893,6.594269,73227,0.06568373787174159,Le Britania 
hotel,Pedra Alta (Hôtel),48.6173725,2.569925,77296,0.06568338087767737,Pedra Alta 
hotel,Ibis Gérardmer-La Bresse (Hôtel),48.004006,6.876335,88075,0.0656832316762376,Ibis Gérardmer-La Bresse 
hotel,Comfort Hotel,48.7998102,2.4720253,94068,0.06568208371944481,Comfort Hotel
hotel,Ibis Budget (Hôtel),47.2159925,5.9423747,25056,0.06567854374840792,Ibis Budget 
hotel,Brit Hotel,48.6123325,-2.832332,22055,0.06567784285892514,Brit Hotel
hotel,Ibis Styles (Hôtel),48.534215,-2.760836,22187,0.0656770626524238,Ibis Styles 
hotel,Première Classe (Hôtel),49.0370452,2.0757657,95127,0.06567409585306797,Première Classe 
hotel,Best Western Aurelia (Hôtel),43.7176316,4.812593,13058,0.06567384557612478,Best Western Aurelia 
hotel,Etap Hotel,48.8243375,2.260615,92040,0.06567366640753922,Etap Hotel
hotel,Hôtel Le Villon,46.1604635,4.678019,69267,0.06567269022347365,Hôtel Le Villon
hotel,Au Relais de Trans (Hôtel),43.5125755,6.4815916,83141,0.06567096102795904,Au Relais de Trans 
hotel,L'Équipe (Hôtel),46.1800275,6.702404,74191,0.06567053232218933,L'Équipe 
hotel,Formule 1 (Hôtel),49.2489055,1.1908995,27528,0.06566948528575153,Formule 1 
hotel,Costières de Nîmes Terroirs d'Accueil (Hôtel),43.8236905,4.626345,30032,0.06566929373868505,Costières de Nîmes Terroirs d'Accueil 
hotel,Hôtel Kyriad Saint-Malo Plage,48.6556011,-2.0056856,35288,0.06566824797583279,Hôtel Kyriad Saint-Malo Plage
hotel,Les Oursons (Hôtel),42.9776785,-0.7437885,64040,0.06566476099894153,Les Oursons 
hotel,Qualys-Hotel,49.251118,3.9768432,51573,0.06566430229642774,Qualys-Hotel
hotel,Comfort Hotel Champigny-sur-Marne,48.8208915,2.5295615,94017,0.06566379218683743,Comfort Hotel Champigny-sur-Marne
hotel,Hôtel Pavillon Opéra,48.8719872,2.3493218,75056,0.06566331920656271,Hôtel Pavillon Opéra
hotel,Comfort Hotel,48.6685463,2.3816443,91687,0.06566222855430943,Comfort Hotel
hotel,Hotel Golden Tulip Valdys,48.1016289,-4.3504945,29046,0.06566049575266378,Hotel Golden Tulip Valdys
hotel,Hôtel de l'Europe,43.0930621,-0.055196,65286,0.06565586052017683,Hôtel de l'Europe
hotel,Grand Hôtel,43.3925478,-1.6598952,64483,0.06565489351149087,Grand Hôtel
hotel,La Vie Tara (Hôtel),45.121896,4.530414,07128,0.06565481841900174,La Vie Tara 
hotel,Bastide de Voulonne (Hôtel),43.8737901,5.1654058,84025,0.06565409710386366,Bastide de Voulonne 
hotel,Anne de Bretagne (Hôtel),47.1547073,-2.2133944,44126,0.06565399244624726,Anne de Bretagne 
hotel,Accor (Hôtel),44.784492,-0.5866355,33550,0.06565360601688705,Accor 
hotel,La Petite Sirene (Hôtel),47.4737786,-3.1100846,56186,0.06565253774015695,La Petite Sirene 
hotel,Gibautel (Hôtel),46.5634,0.3663325,86194,0.06565096382255303,Gibautel 
hotel,Hôtel-Restaurant La Vigne,46.7840388,0.8108132,86207,0.06565022550794353,Hôtel-Restaurant La Vigne
hotel,Ibis Budget (Hôtel),46.157618,-1.1401895,17300,0.0656500888531076,Ibis Budget 
hotel,Auberge du Bérange (Hôtel),43.696998,4.013851,34256,0.06564967903918423,Auberge du Bérange 
hotel,Hôtel du Pic d'Anie,42.977976,-0.746263,64040,0.06564944055612466,Hôtel du Pic d'Anie
hotel,Abbaye de Villeneuve (Hôtel),47.1236745,-1.534049,44198,0.06564142751301946,Abbaye de Villeneuve 
hotel,Albert 1er (Hôtel),45.9245156,6.8747054,74056,0.06564057189169738,Albert 1er 
hotel,La Frégate (Hôtel),43.4302446,-1.6003444,64125,0.06563996400152225,La Frégate 
hotel,Cité Hôtels Groupe,43.5994287,1.4417363,31555,0.0656398961250986,Cité Hôtels Groupe
hotel,Élan (Hôtel),45.173037,6.4964465,73307,0.06563956953531522,Élan 
hotel,Comfort Suites (Hôtel),46.1971005,6.2330001,74012,0.0656390942706075,Comfort Suites 
hotel,Hôtel Panorama,43.0961202,-0.0549671,65286,0.06563894407659349,Hôtel Panorama
hotel,Formule 1 (Hôtel),43.6278519,7.1297278,06161,0.06563751628311082,Formule 1 
hotel,Villa Clément Sens Appart'hôtel,48.2179694,3.2873748,89338,0.06563721375715349,Villa Clément Sens Appart'hôtel
hotel,Ibis Styles (Hôtel),48.8528011,2.4869457,94033,0.06563704980420013,Ibis Styles 
hotel,Ibis Budget (Hôtel),43.2911542,1.9518751,11076,0.06563466636765632,Ibis Budget 
hotel,L'Orangerie (Hôtel),43.2041215,6.5737305,83048,0.06563219388453462,L'Orangerie 
hotel,Hôtel les Arbousiers,42.5582205,8.755949,2B050,0.06562908395203698,Hôtel les Arbousiers
